Producto,Precio,URL
Cera de SoyaDe ,9900,/collections/nuestros-productos/products/cera-de-soya
Bio - Capigen Veg (Activos para la caída y debilidad capilar) (2)De ,16100,/collections/nuestros-productos/products/bio-capigen-veg
Novaternium 7 (1),4900,/collections/nuestros-productos/products/novaternium-7
Texapon N70 (Sodium Lauryl Ether Sulfate 70%),8900,/collections/nuestros-productos/products/texapon-n70-sles-70-activo
Ácido MálicoDe ,2700,/collections/nuestros-productos/products/acido-malico
Extracto de Coco (1),3600,/collections/nuestros-productos/products/extracto-de-coco
Extracto de Bamboo,3400,/collections/nuestros-productos/products/extracto-de-bamboo
"Aroma Cyrus Candle - Salvia, Azafrán, Vetiver (velas de soya)",13900,/collections/nuestros-productos/products/aroma-cyrus-candle-velas-de-soya
"Aroma Lys Candle - Mora Dulce, Pétalos de Margarita (velas de soya)",13900,/collections/nuestros-productos/products/aroma-lys-candle-velas-de-soya
"Aroma Nunchi Candle - Rosas, Frambuesa, Grosellas (velas de soya) (2)",13900,/collections/nuestros-productos/products/aroma-nunchi-candle-velas-de-soya
Aroma Soleil Candle- Herbal Dulce (velas de soya)De ,4500,/collections/nuestros-productos/products/aroma-soleil-candle-velas-de-soya
Argireline (3),17900,/collections/nuestros-productos/products/argireline
Exfo - Olive Rostro,9200,/collections/nuestros-productos/products/exfo-olive-rostro
Exfo -Bamboo Cuerpo,9500,/collections/nuestros-productos/products/exfo-bamboo-cuerpo
Exfo - Olive Cuerpo,8300,/collections/nuestros-productos/products/exfo-olive-cuerpo
Prensa para shampoo sólido + molde,790000,/collections/nuestros-productos/products/prensa-para-shampoo-solido-molde
Botella vidrio empavonado (hombros rectos) con pipeta transparente,1300,/collections/nuestros-productos/products/gotario-vidrio-empavonado-gollete-transparente
Botella vidrio empavonado (hombros rectos) con pipeta negra,1300,/collections/nuestros-productos/products/gotario-vidrio-empavonado-gollete-negro-30-ml
Algisium (Silicio Orgánico) (1),12100,/collections/nuestros-productos/products/algisium-silicio-organico
Ácido Retinoico,12500,/collections/nuestros-productos/products/acido-retinoico
Bakuchiol (blend con salix alba y magnolia) (1),15700,/collections/nuestros-productos/products/bakuchiol-blend-con-salix-alba-y-magnolia
Almidón de arroz,1800,/collections/nuestros-productos/products/almidon-de-arroz
Espirulina polvo (Orgánica) (3),11900,/collections/nuestros-productos/products/espirulina-polvo-organica
Maqui Polvo (cosmético - alimenticio)De ,3800,/collections/nuestros-productos/products/maqui-polvo-cosmetico-alimenticio
Extracto de Mango,3600,/collections/nuestros-productos/products/extracto-de-mango
Extracto de Tuna,3900,/collections/nuestros-productos/products/extracto-de-tuna
Ceramidas III - 100% puras,19900,/collections/nuestros-productos/products/ceramidas-iii-100-puras
Envase Espuma Transparente ovalada tapa blanca,1490,/collections/nuestros-productos/products/botella-pet-espuma-ovalada
Botella de vidrio con V. de tratamiento empavonada tapa recta (1)De ,990,/collections/nuestros-productos/products/botella-de-vidrio-con-v-de-tratamiento-empavonada-tapa-recta
Botella de vidrio con V. de tratamiento ámbar tapa recta (1)De ,990,/collections/nuestros-productos/products/botella-de-vidrio-con-v-de-tratamiento-ambar-tapa-recta
Botella de vidrio con V. de tratamiento ámbar tapa ovaladaDe ,1250,/collections/nuestros-productos/products/botella-de-vidrio-con-v-de-tratamiento-ambar-tapa-ovalada-1
Botella de vidrio con V. de tratamiento empavonada tapa ovaladaDe ,1250,/collections/nuestros-productos/products/botella-de-vidrio-con-v-de-tratamiento-ambar-tapa-ovalada
Pote Pet blanco (tipo lush)De ,550,/collections/nuestros-productos/products/pote-plastico-blanco-tipo-lush
Alginato de Sodio,7900,/collections/nuestros-productos/products/alginato-de-sodio
Aceite de Frambuesa (cosmético),5200,/collections/nuestros-productos/products/aceite-de-frambuesa
Extracto de Arándanos,3800,/collections/nuestros-productos/products/extracto-de-arandanos
Cacao Amargo en Polvo,5500,/collections/nuestros-productos/products/cacao-amargo-en-polvo
Lip Gloss Transparente (1),850,/collections/nuestros-productos/products/lip-gloss-transparente
Astaxantina (polvo),10500,/collections/nuestros-productos/products/astaxantina-polvo
Gluconato de Zinc (1),6900,/collections/nuestros-productos/products/gluconato-de-zinc
Wonderage (1),26500,/collections/nuestros-productos/products/wonderage
Aroma Monoi,4500,/collections/nuestros-productos/products/aroma-monoi
Escualano,27000,/collections/nuestros-productos/products/escualano
Exfoliante Amber,12500,/collections/nuestros-productos/products/exfoliante-amber
Manteca Dragon's Blood,12900,/collections/nuestros-productos/products/dragon-blood-manteca
Oligogeline SPE (1),9500,/collections/nuestros-productos/products/oligogeline-spe
Blue Seakale HC (1),14500,/collections/nuestros-productos/products/blue-seakale-hc
Emogreen L19 (C15-19 Alkane) Silicona VegetalDe ,5800,/collections/nuestros-productos/products/emogreen-l19-c15-19-alkane
Botella de Vidrio Hombros Rectos (Bomba Negra),920,/collections/nuestros-productos/products/botella-de-vidrio-hombros-rectos-bomba-negra
Pote de vidrio empavonado tapa blanca (con disco de seguridad),1100,/collections/nuestros-productos/products/pote-vidrio-tapa-blanca
Pote de Aluminio plateado rectangular,1050,/collections/nuestros-productos/products/pote-rectangular-aluminio
Pote de Aluminio rosado,990,/collections/nuestros-productos/products/pote-aluminio-rosado
Botella Vidrio Ámbar (Válvula Spray),990,/collections/nuestros-productos/products/botella-vidrio-ambar-valvula-spray
Botella Vidrio(Válvula Spray blanca),950,/collections/nuestros-productos/products/botella-vidrio-blanca-valvula-spray
1.3 Propanediol Natural (ex Tilamar) (4)De ,5400,/collections/nuestros-productos/products/tilamar
Ácido Tranexámico,13900,/collections/nuestros-productos/products/acido-tranexamico
Helia (Stepanquat) (2),38000,/collections/nuestros-productos/products/helia
Lecigel (5)De ,13500,/collections/nuestros-productos/products/lecigel
Extracto de Frutilla (Fresa),9200,/collections/nuestros-productos/products/extracto-de-frutilla-fresa
Extracto de Guaraná,6900,/collections/nuestros-productos/products/extracto-de-guarana
Extracto de Sandía (1),7900,/collections/nuestros-productos/products/extracto-de-sandia
Extracto de Manzana,8900,/collections/nuestros-productos/products/extracto-de-manzana
Goma Guar (1),5900,/collections/nuestros-productos/products/goma-guar
Poly Suga Mulse 100% Biobased Solubilizante de Aromas y AE,3990,/collections/nuestros-productos/products/poly-sugar-mulse-100-biobased-solubilizante-de-aromas-y-ae
Alcohol Estearílico,3100,/collections/nuestros-productos/products/alcohol-estearilico
Bisabolol,16900,/collections/nuestros-productos/products/bisabolol
"Senseryn (Pieles sensibles, reduce rojeces, anti-acné, dermatitis) (3)",7900,/collections/nuestros-productos/products/senseryn
Apibrezze (Gluconolactona + Lactobiónico),8800,/collections/nuestros-productos/products/apibrezze-gluconolactona-lactobionico
Aroma Rosa Silvestre Pure (permite etiqueta clean label),4500,/collections/nuestros-productos/products/aroma-rosy-pure
Aroma Floral Frutal Pure (permite etiqueta clean label),4500,/collections/nuestros-productos/products/aroma-blossom-pure
Aroma Aqua Pure (permite etiqueta clean label),4500,/collections/nuestros-productos/products/aroma-aqua-pure
Niacinamida (Vitamina B3) (3)De ,5900,/collections/nuestros-productos/products/niacinamida-vitamina-b3
Romero en Palitos,2400,/collections/nuestros-productos/products/romero-en-palitos
Tegosoft GC (Gliceryl Cocoate),8500,/collections/nuestros-productos/products/tegosoft-gc-gliceryl-cocoate
TrietanolaminaDe ,2500,/collections/nuestros-productos/products/trietanolamina
Rosa Rugosa,2900,/collections/nuestros-productos/products/rosa-rugosa
Chlorella,4600,/collections/nuestros-productos/products/chlorella
Carbomer 940 (Gelificante),8500,/collections/nuestros-productos/products/carbomer-940
Aroma Menta Care (2),4500,/collections/nuestros-productos/products/aroma-menta-care
Aroma Romero Care,4500,/collections/nuestros-productos/products/aroma-rosemary-care
Aroma Granada Care,4500,/collections/nuestros-productos/products/aroma-granada-care
Relistase (Tetrapéptidos) (1),8900,/collections/nuestros-productos/products/relistase-tetrapeptidos
Delisens (Hexapéptidos),17900,/collections/nuestros-productos/products/delisens-hexapeptidos
Telangyn (Rosacea - telangiectasia - inflamación),12900,/collections/nuestros-productos/products/telangyn-tetrapeptidos
Roll On plástico blanco con bola metálica (2),850,/collections/nuestros-productos/products/roll-on-plastico-blanco-bola-metalica-10-ml
Aroma Arándano,4500,/collections/nuestros-productos/products/aroma-blueberry
Extracto de Café (1),3700,/collections/nuestros-productos/products/extracto-h-g-de-cafe
Cosgard (Microcare DB) (1)De ,4500,/collections/nuestros-productos/products/cosgard-microcare-db
Cera de Abeja Blanca en Perlas (2)De ,3800,/collections/nuestros-productos/products/copia-de-tegin%C2%AE-m-pellets
Benzoato de SodioDe ,1800,/collections/nuestros-productos/products/copia-de-sorbato-de-potasio
SPAN 80De ,2100,/collections/nuestros-productos/products/spam-80
Mentol Cristal,9800,/collections/nuestros-productos/products/mentol-cristal
Aceite de Centella Asiática (cosmético) (1),9900,/collections/nuestros-productos/products/aceite-de-centella-asiatica
Cobiobright (Activo de la lúcuma),9800,/collections/nuestros-productos/products/cobiobrigth-activo-de-la-lucuma
Aceite de Espino Amarillo (cosmético) (2),13900,/collections/nuestros-productos/products/aceite-de-espino-amarillo
Extracto de RosaDe ,4500,/collections/nuestros-productos/products/extracto-de-rosa
Pote de Vidrio ámbar tapa negra (con disco de seguridad),850,/collections/nuestros-productos/products/pote-de-vidrio-ambar-con-disco-de-seguridad
Aceite de Sésamo (cosmético - Alimenticio)De ,4500,/collections/nuestros-productos/products/aceite-de-sesamo-cosmetico-comestible
Aceite de Onagra (Cosmético - Alimenticio) (1)De ,6500,/collections/nuestros-productos/products/aceite-de-onagra-cosmetico-comestible
Botella vidrio ámbar (hombros rectos) con pipeta negra,1200,/collections/nuestros-productos/products/gotario-vidrio-ambar-1
Roll On vidrio ámbar,740,/collections/nuestros-productos/products/roll-on-vidrio-ambar
Aroma Berry Dulce Cítrico Aqua,4500,/collections/nuestros-productos/products/berry-mix-aqua
Aroma Manzana Aqua,4500,/collections/nuestros-productos/products/apple-aqua
Aroma Naranja Aqua,4500,/collections/nuestros-productos/products/orange-aqua
Aroma Frutilla - Menta,4500,/collections/nuestros-productos/products/red-fresh-aqua
Aroma Tropical Aqua,4500,/collections/nuestros-productos/products/tropical-aqua
Calculadora HLB,10000,/collections/nuestros-productos/products/calculadora-hlb
Botella Vidrio Ámbar (Válvula tipo Spray) (1),1450,/collections/nuestros-productos/products/botella-vidrio-ambar-valvula-tipo-spray
Botella Vidrio Ámbar (Válvula tipo Bomba),1500,/collections/nuestros-productos/products/botella-vidrio-ambar-valvula-tipo-bomba
Tintura benjui,3900,/collections/nuestros-productos/products/tintura-benjui
Arbutina,12900,/collections/nuestros-productos/products/arbutina
Cafeína Anhidra (3),6900,/collections/nuestros-productos/products/cafeina-anhidra
Aroma Magnolia - Cerezo,4500,/collections/nuestros-productos/products/aroma-magnolia-cherry-blossom
SCI Polvo (2)De ,17000,/collections/nuestros-productos/products/sci-polvo
Aroma Sandía Lips (Comestible),4500,/collections/nuestros-productos/products/aroma-sandia-lips
Aroma Capuccino Vainilla Lips (Comestible) (1),4500,/collections/nuestros-productos/products/aroma-capuccino-vainilla-lips
Aroma Chocolate Lips (Comestible),4500,/collections/nuestros-productos/products/aroma-chocolate-lips
Aroma Yogurt Arándano,4500,/collections/nuestros-productos/products/aroma-yogurt-blueberry
Aroma Yogurt Miel,4500,/collections/nuestros-productos/products/aroma-yogurt-honey
Aroma Manzana Verde Dulce (1),4500,/collections/nuestros-productos/products/aroma-granny-smith-manzana-verde
Harina de Coco,3250,/collections/nuestros-productos/products/harina-de-coco
Citrato de Zinc DihidratadoDe ,4200,/collections/nuestros-productos/products/citrato-de-zinc-dihidratado
Flores de Lavanda,950,/collections/nuestros-productos/products/flores-de-lavanda
Calculadora Buffer Á.Citrico - Citrato de Sodio,10000,/collections/nuestros-productos/products/calculadora-buffer-a-citrico-citrato-de-sodio
Calculadora Buffer Á. Láctico - Lactato,10000,/collections/nuestros-productos/products/calculadora-buffer-a-lactico-lactato
Leche de Arroz,8200,/collections/nuestros-productos/products/leche-de-arroz
Happy Skin (Activo basado en la Neurocosmética),7900,/collections/nuestros-productos/products/happy-skin
Crema Base Vegetal de alta resistencia (1)De ,6500,/collections/nuestros-productos/products/crema-base-vegetal-de-alta-resistencia
Aroma Durazno Cítrico,4500,/collections/nuestros-productos/products/aroma-peach-care
Extracto de Piña,3900,/collections/nuestros-productos/products/extracto-de-pina-hg
Extracto de Pepino,4300,/collections/nuestros-productos/products/extracto-de-pepino-hg
Tego Care PBS 6 (Emulsiones fluidas) (2)De ,6500,/collections/nuestros-productos/products/tego-care-pbs-6-emulsiones-fluidas-1
Manteca de Cupuaçu,12900,/collections/nuestros-productos/products/manteca-de-cupuacu
"Ácido Hialurónico PM 50 (el menor peso molecular, mayor penetración) (2)",15900,/collections/nuestros-productos/products/acido-hialuronico-pm-50
Complejo de Alfa-hidroxiácidos,12900,/collections/nuestros-productos/products/complejo-de-alfa-hidroxiacidos
Blend de Siliconas Solubles TradicionalDe ,4100,/collections/nuestros-productos/products/blend-de-siliconas-solubles-tradicional
Sucrose Palmitate (emoliente) (1),13900,/collections/nuestros-productos/products/sucrose-palmitate-emoliente
Botella Pet atomizador hombros rectos 100 ml,690,/collections/nuestros-productos/products/envase-pet-atomizador-hombros-rectos-valvula-plateada
Extracto de Aciano,4500,/collections/nuestros-productos/products/extracto-de-aciano
Retinol (Retinyl Palmitate Liposomado) (4)De ,16700,/collections/nuestros-productos/products/retinol-liposomado
Sucrose Cocoate (TEGOSOFT LSE 65 K Soft) (3)De ,4900,/collections/nuestros-productos/products/sucrose-cocoate-tegosoft-lse-65-k-soft
Anís Verde,2200,/collections/nuestros-productos/products/anis-verde
Hojas de Eucaliptus prepicado,2900,/collections/nuestros-productos/products/hojas-de-eucaliptus-prepicado
Hojas de Laurel prepicado,2900,/collections/nuestros-productos/products/hojas-de-laurel-prepicado
Carbonato de Calcio,2500,/collections/nuestros-productos/products/carbonato-de-calcio
Solución NaOH al 25%,3200,/collections/nuestros-productos/products/solucion-naoh-al-25
Roller,13990,/collections/nuestros-productos/products/roller-amatista-piedra-original
Cremor Tartaro (2),5500,/collections/nuestros-productos/products/cremor-tartaro
"Balanza Digital 2000 gr / 0,1 gr",11900,/collections/nuestros-productos/products/balanza-digital-3000-gr-0-1-gr
Aroma Árbol de Té,4500,/collections/nuestros-productos/products/aroma-arbol-de-te
Aroma Granada,4500,/collections/nuestros-productos/products/aroma-granada
Pigmento Naranjo Paprika,1900,/collections/nuestros-productos/products/naranjo-paprika
Pigmento Rojo Cochinilla (Estabilizado) (1),3200,/collections/nuestros-productos/products/pigmento-rojo-cochinilla-estabilizado
Pigmento Rosa Violeta (pH dependiente),1900,/collections/nuestros-productos/products/pigmento-rosa-violeta-ph-dependiente
Pigmento Rojo (Betarraga),1900,/collections/nuestros-productos/products/pigmento-rojo-betarraga
Pigmento Amarillo Betacaroteno (1),1900,/collections/nuestros-productos/products/betacaroteno
Pigmento Amarillo Curcumina,1700,/collections/nuestros-productos/products/pigmento-amarillo-curcumina
Botella pet transparente con bomba,490,/collections/nuestros-productos/products/botella-pet-transparente-con-bomba-6
Manual Jabones Saponificados (1),20000,/collections/nuestros-productos/products/manual-jabones-saponificados
Botella Válvula Spray Blanca (1)De ,510,/collections/nuestros-productos/products/botella-valvula-spray-transparente
"Pote de vidrio transparente, tapa blanca (con disco de seguridad) (1)",710,/collections/nuestros-productos/products/pote-de-vidrio-transparente-con-disco-de-seguridad
Pote de Vidrio ámbar tapa negra (sin disco de seguridad) (1),1700,/collections/nuestros-productos/products/pote-de-vidrio-ambar-sin-disco-de-seguridad
Flocare SK 425De ,3800,/collections/nuestros-productos/products/flocare-sk-425
Aceite de Romero (cosmético) (1),6300,/collections/nuestros-productos/products/aceite-de-romero
Extracto de Ginkgo Biloba (1),3900,/collections/nuestros-productos/products/extracto-h-g-ginkgo-biloba
Extracto de Tomate,3800,/collections/nuestros-productos/products/extracto-h-g-de-tomate
Extracto de Papaya (1),3900,/collections/nuestros-productos/products/extracto-h-g-de-papaya
Extracto de Cebolla (1),4100,/collections/nuestros-productos/products/extracto-h-g-de-cebolla
Extracto de BananaDe ,4900,/collections/nuestros-productos/products/extracto-h-g-de-banana
Vitamina F,4500,/collections/nuestros-productos/products/vitamina-f
Extracto de Bardana (1),3900,/collections/nuestros-productos/products/extracto-de-bardana
Aroma Banana Care,4500,/collections/nuestros-productos/products/banana-care
Manual Shampoo y Acondicionador Sólido (2),21000,/collections/nuestros-productos/products/manual-shampoo-y-acondicionador-solido
Aroma Fruity Maqui (Cosmética y Jabones) (1),4500,/collections/nuestros-productos/products/fruity-maqui
Aroma Sandía Care,4500,/collections/nuestros-productos/products/watermelon-sandia
Árnica,1900,/collections/nuestros-productos/products/arnica
Polvo de Hibiscus (1),3150,/collections/nuestros-productos/products/polvo-de-hibiscus
Linefill (1),19500,/collections/nuestros-productos/products/linefill
Gladback,12900,/collections/nuestros-productos/products/gladback
Hidrolato de Flor del Naranjo (1)De ,4100,/collections/nuestros-productos/products/hidrolato-de-naranja
Agar Agar,5100,/collections/nuestros-productos/products/agar-agar
Aceite de Monoi (cosmético) (2)De ,8300,/collections/nuestros-productos/products/aceite-de-monoi
Envase Labial 5mlDe ,260,/collections/nuestros-productos/products/envase-labial-blanco
Aceite de Argán (cosmético - Alimenticio) (4)De ,14900,/collections/nuestros-productos/products/aceite-de-argan-eco-cert-cosmetico-alimenticio
Zinc Sebum (3)De ,5500,/collections/nuestros-productos/products/zinc-sebum-piel-grasa
Vitamina E(polvo) (4),3600,/collections/nuestros-productos/products/vitamina-e-polvo
Vitamina E (1)De ,5200,/collections/nuestros-productos/products/vitamina-e
Vitamina C (Ascorbyl Tetraisopalmitate) (18),21000,/collections/nuestros-productos/products/vitamina-c
Vin up liftDe ,10200,/collections/nuestros-productos/products/vin-up-lift
Aroma Verbena Limón (1),4500,/collections/nuestros-productos/products/verbena-lemon
Varisoft EQ65 (esterquat)De ,5050,/collections/nuestros-productos/products/varisoft-eq65-esterquat
Varisoft EQ100 (2)De ,3680,/collections/nuestros-productos/products/varisoft-eq100-liquido
Aroma Vainilla Care,4500,/collections/nuestros-productos/products/vainilla
Aroma Uva Lips (Comestible),4500,/collections/nuestros-productos/products/uva-lips
Urea (1),3050,/collections/nuestros-productos/products/urea
Trikenol (Ácido Salicílico + Tea tree en base prebiótica) (1),21200,/collections/nuestros-productos/products/trikenol-piel-grasa-y-sensible
Tiras pH Fix 0-14Alemanas (7),26100,/collections/nuestros-productos/products/tiras-ph-fix-0-14-alemanas
Termómetro Infrarrojo (3),19900,/collections/nuestros-productos/products/termometro-infrarrojo
Tens up (1),6900,/collections/nuestros-productos/products/tens-up
Telocapil (Retardar y debilitar el crecimiento del vello),10300,/collections/nuestros-productos/products/telocapil
Tego Betain 810 (Capryl/Capramidopropyl Betaine)De ,6100,/collections/nuestros-productos/products/tego-betain-810-capryl-capramidopropyl-betaine
Aroma Frutilla,4500,/collections/nuestros-productos/products/strawberry-frutilla
SPAN 60De ,8500,/collections/nuestros-productos/products/spam-60
Sorbato de PotasioDe ,2310,/collections/nuestros-productos/products/sorbato-de-potasio
Sodium Lauroyl Sarcosinato (1),9900,/collections/nuestros-productos/products/sodium-lauroyl-sarcosinato
SLSA (tensioactivo en polvo) ECOCERT (7)De ,11900,/collections/nuestros-productos/products/slsa-tensioactivo-en-polvo
SCS (Tensioactivo en Microgránulo) (4)De ,8600,/collections/nuestros-productos/products/scs-tensioactivo-en-polvo
SCI (tensioactivo en fideos o needles) (3)De ,8900,/collections/nuestros-productos/products/sci-tensioactivo-en-polvo
Royal Elixir,10900,/collections/nuestros-productos/products/royal-elixir
Aroma Rosa (Aceites y Jabones)De ,4500,/collections/nuestros-productos/products/rose-relax
Aroma Rosa Care,4500,/collections/nuestros-productos/products/rosa
Roll On Pet transparente 12 ml,540,/collections/nuestros-productos/products/roll-on-pet-transparente-tapa-plateada
Rewopol SB FA 30 B (Disodium Laureth Sulfosuccinate) (2)De ,4500,/collections/nuestros-productos/products/rewopol-sb-fa-30-b-disodium-laureth-sulfosuccinate
Redumodel (1),13500,/collections/nuestros-productos/products/redumodel
Proteina Hidrolizada de Seda (2),8400,/collections/nuestros-productos/products/proteina-hidrolizada-de-seda
Procide PF130 (Conservante Verde) (3)De ,4300,/collections/nuestros-productos/products/procide-pf30-conservante-verde
Aroma Durazno Dulce (3),4500,/collections/nuestros-productos/products/pretty-peach-durazno
Preservasol (8)De ,7400,/collections/nuestros-productos/products/preservasol-ecocert
Pote de vidrio empavonado tapa plateada (con disco de seguridad),1450,/collections/nuestros-productos/products/pote-vidrio-tapa-plateada
Pote Pet transparente con tapa de aluminio (1)De ,990,/collections/nuestros-productos/products/pote-plastico-pet-tapa-aluminio
Pote Pet Negro (tipo lush)De ,550,/collections/nuestros-productos/products/pote-plastico-negro-tipo-lush
Pore Reductyl (10)De ,6100,/collections/nuestros-productos/products/pore-reductyl-eco-cert
Polisorbato 80 (Prosorb EO 80) (2)De ,2900,/collections/nuestros-productos/products/polisorbato-80
Poliplant Descongestivo (sinergia de plantas para pieles inflamadas e irritadas) (1),3800,/collections/nuestros-productos/products/poliplant
Phitokeratina Hidrolizada (1),7560,/collections/nuestros-productos/products/phitokeratina-hidrolizada
Pepita de Uva,2100,/collections/nuestros-productos/products/pepita-de-uva
Pentavitin (1),12100,/collections/nuestros-productos/products/pentavitin
Aroma Maracuyá,4500,/collections/nuestros-productos/products/passion-fruit-maracuya
Pantenol (7),11900,/collections/nuestros-productos/products/pantenol
Óxido de ZincDe ,1690,/collections/nuestros-productos/products/oxido-de-zinc
Olivem 1000 (6)De ,14900,/collections/nuestros-productos/products/olivem-1000
Oligovita (4)De ,4100,/collections/nuestros-productos/products/oligovita
Microcare PEHG (antes PHDG) (5)De ,4500,/collections/nuestros-productos/products/microcare-phdg
Melavoid (1),10990,/collections/nuestros-productos/products/melavoid
Manteca de Karité (3)De ,7900,/collections/nuestros-productos/products/manteca-karite
Manteca de Mango,34200,/collections/nuestros-productos/products/manteca-de-mango
Manteca de Cacao (1)De ,7500,/collections/nuestros-productos/products/manteca-de-cacao
Aroma Mango (1),4500,/collections/nuestros-productos/products/mango
Lodos Marinos con yodo,8500,/collections/nuestros-productos/products/lodos-marinos-con-yodo
Lipout (1),14900,/collections/nuestros-productos/products/lipout
Aroma Limón - Mandarina,5200,/collections/nuestros-productos/products/lemon-tangerine-limon-mandarina
Leche de Avena (2),4500,/collections/nuestros-productos/products/leche-de-avena
Aroma Lavanda (Aceites y Jabones)De ,4500,/collections/nuestros-productos/products/lavander-relax
Aroma Lavanda,5200,/collections/nuestros-productos/products/lavander-lavanda
Lauryl Glucoside (Ecocert) (1)De ,6900,/collections/nuestros-productos/products/lauryl-glucoside-ecocert
Lactato de Sodio 60%De ,1580,/collections/nuestros-productos/products/lactato-de-sodio-60
Kerarice,8900,/collections/nuestros-productos/products/kerarice
Keranutri (7),22900,/collections/nuestros-productos/products/keranutri
Keramare (5),9100,/collections/nuestros-productos/products/keramare
Keracyn (3),8400,/collections/nuestros-productos/products/keracyn
Aroma Miel - Manzanilla (1),4500,/collections/nuestros-productos/products/jelly-chamomile-miel-manzanilla
Aroma Jazmín (Aceites y Jabones)De ,4500,/collections/nuestros-productos/products/jasmine-relax
Inulina (1)De ,6500,/collections/nuestros-productos/products/inulina
Hidroxietilcelulosa (Más traslúcida que la anterior) (1),7900,/collections/nuestros-productos/products/hidroxietilcelulosa-baja-densidad
Hidróxido De Sodio,5700,/collections/nuestros-productos/products/hidroxido-de-sodio
Hidróxido de Potasio (1),3400,/collections/nuestros-productos/products/hidroxido-de-potasio
Hidromanil (Hidratación inmediata y equilibrio bacteriano a través de una exclusiva tecnología 3D Matrix) (1),4500,/collections/nuestros-productos/products/hidromanil
Hidrolato de LavandaDe ,7560,/collections/nuestros-productos/products/hidrolato-de-lavanda
Hidrolato de Hamamelis (2)De ,6500,/collections/nuestros-productos/products/hidrolato-de-hamamelis
Harina de Jojoba (exfoliante natural suave),2100,/collections/nuestros-productos/products/harina-jojoba
Harina de Granada,2100,/collections/nuestros-productos/products/harina-de-granada
Gluconolactona (cosmético - alimenticio)De ,4500,/collections/nuestros-productos/products/gluconolactona
Glicerina VegetalDe ,3500,/collections/nuestros-productos/products/glicerina-vegetal
Aroma Frambuesa Lips (Comestible) (1),4500,/collections/nuestros-productos/products/frambuesa-lips
Eye'fective (3),23700,/collections/nuestros-productos/products/eyes-efective
Extracto de Siempre viva,4730,/collections/nuestros-productos/products/extracto-h-g-siempre-viva-eco-cert
Extracto de Regaliz (2),5900,/collections/nuestros-productos/products/extracto-h-g-regaliz-eco-cert
Extracto de Olivo,4300,/collections/nuestros-productos/products/extracto-h-g-olivo-eco-cert
Extracto de Manzanilla (1),5800,/collections/nuestros-productos/products/extracto-h-g-manzanilla
Extracto de Té verde (1),3360,/collections/nuestros-productos/products/extracto-h-g-de-te-verde
Extracto de Onagra,7100,/collections/nuestros-productos/products/extracto-h-g-de-onagra
Extracto de Cacao,4900,/collections/nuestros-productos/products/extracto-h-g-de-cacao-eco-cert
Extracto de Centella Asiática (2),21500,/collections/nuestros-productos/products/extracto-h-g-centella-asiatica
Extracto de Avena (2),5300,/collections/nuestros-productos/products/extracto-h-g-avena
Extracto de Acai,4800,/collections/nuestros-productos/products/extracto-h-g-acai-eco-cert
Extracto de Aloe Vera (4),5600,/collections/nuestros-productos/products/extracto-h-g-aloe-vera
Extracto de Germen de Trigo,4750,/collections/nuestros-productos/products/extracto-h-a-de-germen-de-trigo
Exfoliante nova scrub,9900,/collections/nuestros-productos/products/exfoliante-nova-scrub
