Producto,Precio,URL
OFERTA: Extracto HG de Manzanilla,1890,/extracto-de-manzanilla-100ml
Extracto HG de Pepino ,2500,/extracto-de-pepino
 OFERTA: Extracto HG de Té Verde,3000,/extracto-de-te-verde
Fitoqueratina Vegetal ,2600,/fitoqueratina-vegetal
Hidrolato de Lavanda ,3100,/hidrolato-de-lavanda-100ml
Hidrolato de Pétalos de Rosa,3100,/hidrolato-de-rosa
Mentol Cristal,5900,/mentol-cristal
Niacinamida B3,7900,/niacinamida-b3
Kilo Niacinamida B3,100000,/niacinamida-b3-copiar
Oxido de Zinc ,2800,/oxido-de-zinc
Kilo Pantenol o B5 en Polvo,75000,/pantenol-en-polvo
Urea USP,2500,/urea
Vitamina E líquida ,5700,/vitamine-e-liquida
Hidrolato de Caléndula,3100,/hidrolato-de-calendula
OFERTA Extracto HG deRegaliz ,2000,/extracto-regaliz
Tintura de Benjui ,2600,/tintura-de-benjui-100ml
Sal Epsom,4500,/sal-epsom
Saco Sal Epsom 25kg,150000,/saco-bicarbonato-de-sodio-de-25kg-copiar-2
Extracto HG de Cola de Caballo,2200,/extracto-hg-de-cola-de-caballo
Extracto HG Ortiga,3500,/extracto-hg-ortiga
Hidrolato de Aloe Vera,0,/hidrolato-de-aloe-vera
Base Agua Micelar,3000,/agua-miscelar
Base Acondicionador Almendra ,2900,/base-acondicionador-almendra-500ml
Base Shampoo y jabón BIO,2900,/base-shampoo-biodegradable
Base Gel,4400,/gel-base
Crema Base Rápida absorción ,4900,/crema-base-blend-1
Base de Jabon Emprendedor Blanco,4800,/base-de-jabon-emprendedor-blanco
Base de Jabon Emprendedor Transpa..,4800,/base-de-jabon-emprendedor-transparente
Base de JabónBlanco Mayorista,81000,/base-de-jabon-emprendedor-blanco-copiar
Base de JabónTransparente Mayor..,81000,/base-de-jabon-blanco-mayorista-copiar
Base de Shampoo Blend,0,/base-de-shampoo-blend
Rosa Mosqueta polvo,2700,/hierba-rosa-mosqueta-50g
Manzanilla en Polvo 50g,2400,/hierva-manzanilla-en-polvo-50g
Pétalos de Lavanda 30g,3000,/petalos-de-lavanda-40g
Petalos de Calendula 20g,2100,/flor-de-calendula-20g
Flor de Jamaica ,2700,/flor-de-jamaica-20g
Hierba Rosa Rugosa,2800,/hierba-rosa-rugosa
Hierba Romero 50g,3000,/hierba-romero-50g
Espirulina,3000,/espirulina-100g
Cascarilla de Rosa Mosqueta,2350,/carcarilla-de-rosa-mosqueta
Hierba Flor de Manzanilla 20g,2100,/hierba-flor-de-manzanilla-20g
Hierba Valeriana 40g,3050,/hierba-valeriana
Hierba Ruda ,2100,/hierba-ruda-20g
Flores de Sauco ,2800,/flores-de-sauco
Hierba Mix Antioxidantes,3100,/hierba-mix-antioxidantes
Hierba Melisa Toronjil (Hojas cor..,2700,/hierba-melisa-toronjil-hojas-corte-grueso50grs
Papayas Deshidratadas 20g,3400,/papayas-deshidratadas-20grs
Aloe Vera Polvo,4100,/aloe-vera-polvo
Te Matcha Orgánico,4600,/te-matcha
Hierbas por Kilo,35000,/hierbas-por-kilo
Hierba hojas de palta,2300,/hierba-hojas-de-palta
Procide H55,2200,/procide-h-55
Ácido láctico ,2750,/acido-lactico-30ml
Lauroyl Sarcosinato al 30%,3800,/lauroyl-sarcosinato-al-30
Betaina de Coco,2500,/betaina-de-coco
SCI Polvo,8500,/sci
BTMS al 25%,4400,/btms
SLSA,4900,/slsa
Alcohol de Cereal96°,3800,/alcohol-de-cereal
Bidón Alcohol de Cereal96° de 20L,98000,/alcohol-de-cereal-96-copiar
Glicerina Vegetal,3900,/glicerina-vegetal
Tineta Glicerina Vegetal 25kg,138000,/glicerina-vegetal-copiar
Cuarzo Cristal ,2700,/cuarzo-cristal
Tintura de Benjui ,2600,/tintura-de-benjui-100ml
Bolsa Doypack ,140,/bolsa-doypack
 Pack 5 Unidades Bolsa de Organza,700,/organza
Pack de Pabilos o mechas para velas,1500,/pack-de-pabilos-o-mechas-para-velas
Etiquetas Varias ,650,/stickers-varios
Sal Epsom,4500,/sal-epsom
Saco Sal Epsom 25kg,150000,/saco-bicarbonato-de-sodio-de-25kg-copiar-2
Agua Destilada,1000,/agua-destilada
Adhesivo de pabilo (mecha),1200,/adhesivo-de-pabilo-mecha
Etiqueta flores de Bach (10 unida..,1500,/etiqueta-flores-de-bach-10-unidades
Etiquetas emprende,3500,/etiquetas-emprende-morado
Hidrolato de Aloe Vera,0,/hidrolato-de-aloe-vera
Tiras de pH ,5000,/tiras-ph-100-unid
Vasos Precipitados Borosilicatado..,2590,/Vasos-Precipitados-Borosilicatado-Vidrio-
Termometro Digital ,5500,/termometro-digital
Pipeta 1 ml,3300,/pipeta-1-ml
Probeta Graduada,5300,/probeta-graduada
Cuchara y espátula plana de Acero..,4300,/cuchara-y-espatula-plana-de-acero-inoxidable
Gramera Digital 0.01-200gr,7700,/gramera-digital-001-1000kl
Embudo Vidrio,3100,/embudo-vidrio-50-mm
Pack Pipeta Plásticas,1600,/pack-pipeta-plasticas
Bagueta Vidrio 50mm,4100,/baqueta-vidrio-50-mm
Mini Batidora Portatil,1800,/mini-batidora-portatil
Agua Destilada,1000,/agua-destilada
Molde de Masaje,5050,/molde-rosa
Molde Ovalo 4 Unidades,3700,/molde-ovalo-4-unidades
Molde Rectangular 4 Unidades,3700,/molde-rectangular-4-unidades
Molde de Kilo con Diseño ,3900,/molde-de-kilo-con-diseno
Molde rectangular,3700,/molde-rectangular
Molde de 9 Rectángulos,3600,/molde-de-9-rectangulos
Molde de Silicona 50gr,3600,/molde-de-silicona-50gr
Molde Tableta,3700,/molde-tableta
Molde Silicona 24 Círculos ,4600,/molde-silicona-24-circulos
Molde circular 12 unidades,3700,/molde-circular-12-unidades
Molde Letras,3500,/molde-letras-1
Molde Rosas II,3600,/molde-rosas-ii
Molde Maravillas,3700,/molde-maravillas
Molde Tulipan,3300,/molde-tulipan
Molde Jabón Flan,3500,/molde-de-silicona-letras
Molde Donut de Silicona ,3600,/molde-donut-de-silicona
Molde pastel,2600,/molde-pastel
Molde baby shower,3600,/molde-baby-shower
Molde 8 Corazones,3400,/molde-flores
Molde corazones L,3500,/molde-corazones-l
Molde Huevitos de Pascua,3300,/molde-huevitos-de-pascua
Molde huevito,3300,/molde-huevito
Molde Navideño,2600,/molde-navideno
Molde Halloween,3500,/molde-halloween
Molde Piecitos ,2700,/molde-piecitos
Molde Patitas de Perro,2700,/molde-patitas-de-perro
Molde Corazon II,2100,/molde-cuadrados-pequenos
Molde Corazón,2100,/molde-san-valentin
Moldes números,2100,/moldes-numeros
Molde Silicona Flores Pequeñas,2100,/molde-silicona-flores-pequenas
Molde flores varias,2100,/molde-flores-pequenas-1
Molde rosas pequeñas,2100,/molde-rosas-pequenas
Molde Silicona Animales ,2100,/molde-silicona-animales
Molde Dinosaurio,2100,/molde-dinosaurio
Molde Animales,2100,/molde-corazon-regalo
Molde ositos,2600,/molde-ositos
Molde 14 multifiguras ,2600,/molde-multifiguras
Molde figuras varias,2200,/molde-figuras-varias
Molde Frutilla,2500,/molde-frutilla
Molde Naranjas,2600,/molde-naranjas
Molde medios de transporte,2100,/molde-medios-de-transporte
Molde Navidad II,2000,/molde-letras
Molde Bombón,2100,/molde-hoja-de-cannabis
Molde de conchas,2100,/molde-de-conchas
Molde Cannabis,2100,/molde-navidad-i
Molde Vela Mano de Fátima,4400,/molde-vela-mano-de-fatima
Molde vela Cuerpo,5500,/molde-vela-cuerpo
Molde Vela Patita de perro,4500,/molde-velas-patita-de-perro
Moldes Vela Cilindros,4000,/molde-velas-mini-cilindro
Molde Vela Angelito,4100,/molde-velas-angelito
Molde Vela matrimonio,5500,/molde-velas-matrimonio
Molde Shampoo Sólido Redondo,15700,/molde-shampoo-solido-redondo
Molde Cuadrado 6 Unidades,3600,/molde-cuadrado-6-unidades
Molde Vela Cachorrito,3600,/molde-vela-cachorrito
Molde Vela Cachorrito II,3600,/molde-vela-cachorrito-ii
Molde Vela Cilindro Con Diseño,4800,/molde-vela-cilindro-con-diseno
Molde Vela Cubo,4800,/molde-vela-cubo-con-diseno
Molde Vela Mano Amor,5500,/molde-vela-mano-amor
Inhalador Nasal,900,/inhalador
Pack 5 Unidades Roll on 5ml Ámbar..,3350,/roll-on-5ml-ambar-grueso
Pack 5 Unidades Roll on 5ml Trans..,3100,/roll-on-5ml-transparente
Pack 5 Unidades Roll on 10ml Ámba..,3750,/roll-on-10ml-transparente
Pack 5 Unidades Gotario Ámbar 1.5ml,1750,/gotario-ambar-15ml
Pack 5 unidades Gotario Ámbar 5ml,2000,/gotario-ambar-5ml
Pack 5 Unidades Gotario Ámbar 10ml ,2300,/gotario-ambar-10ml
Pack 5 Unidades Gotario 15ml ,2550,/gotario-15ml-ambar
Pack 5 Unidades Gotario Ámbar 20ml,2200,/gotario-ambar-20ml
Pack 5 Unidades Gotario Ámbar 30ml ,3250,/gotario-ambar-30ml-con-boquilla-de-seguridad
Pack 5 Unidades Envase Balsámo La..,1800,/envase-balsamo-labial-traansparente-5ml
Envase Lipgloss,900,/envase-lipgloss
Pack 5 Unidades Envase acrilato 5..,1950,/envase-acrilato-5ml-cuadrado
Pack 5 Unidades Envase Barra Deso..,3650,/envase-barra-desodorante
Pack 5 Unidades Envase Redondo 6 ml,1600,/envase-redondo-6-ml
Pack 5 Unidades Envase 10ml Tapa ..,1800,/envase-10ml-tapa-blanca
Pack 5 Unidades Envase 10ml Tapa ..,1850,/envase-10ml-tapa-transparente
Pack 5 Unidades Envase 20ml con P..,2400,/envase-20ml-con-protector
Envase de crema 100ml,950,/envase-de-crema-100ml
Pack 5 Unidades Envase Crema 30ml..,3400,/envase-crema-30ml-plastico
Pack 5 Unidades Envase Crema 30ml..,3750,/envase-crema-30ml-vidrio-ambar
Envase Crema Vidrio Ambar 50ml ,800,/envase-crema-vidrio-ambar-50ml
Pack 5 Unidades Envase Crema 30ml..,3700,/envase-crema-30ml-vidrio
Pack 5 Unidades Envase Crema 50ml..,3800,/envase-crema-50ml-vidrio
Pack 5 Unidades Pote Negro 50ml,3200,/pote-negro-50ml
Pack 5 Unidades Envase Metálico 1..,2700,/envase-metalico-15ml
Pack 5 Unidades Envase Metálico 3..,3900,/envase-metalico-30ml
Envase Metálico 60ml ,840,/envase-metalico-60ml
Envase Metálico 100ml,910,/envase-metalico-100ml
Envase Metálico 200ml,1210,/envase-metalico-250ml
Pack 5 Unidades Botella PET cilin..,2550,/bot-pet-cilindro-30ml-transparente-boca-20410-1-1
Pack 5 Unidades Botella Pet tapa ..,3050,/botella-pet-tapa-flip-flop-transparente-60ml
Pack 5 Unidades Botella pet Spray..,3400,/botella-pet-spray-transparente-60ml
Botella espuma Pet 150 ml c/valvula,1360,/botella-espuma-pet-150-cvalvula-1
Botella 100ml 24/410,520,/botella-100ml-20-410
Botella PET Ámbar 250ml Hombro Re..,700,/botella-pet-ambar-250ml-hombro-recto
Botella Pet 250 ml (24/410),570,/botella-pet-barril-transparente-250-ml-1
Botella 500ml(24/410) ,650,/botella-500ml-24410
Pack 5 Unidades Botella Sales de ..,600,/botella-sales-de-mar
Botella Vidrio Ámbar 30ml con Spray,810,/botella-vidrio-ambar-30ml-con-spray
Pack 5 Unidades Botella Cuadrada ..,3400,/botella-cuadrada-30-ml-con-tapa-bomba
Perfumero de vidrio 30 ml,1150,/perfumero-de-vidrio-30-ml
Botella Vidrio 50ml Ámbar (18/410),560,/botella-vidrio-50ml-con-spray-1
Botella Vidrio 50ml (18/410),600,/botella-vidrio-50ml
Botella de Vidrio 100ml Transpare..,750,/botella-de-vidrio-100ml-trans
Botella Vidrio Ámbar 100ml (18/410),800,/botella-vidrio-100ml-ambar
Botella Vidrio 240ml con Bomba,1340,/botella-vidrio-240ml-con-bomba
Botella Vidrio 240ml con Spray,1320,/botella-vidrio-240ml-con-spray
Botella Vidrio Ámbar 250ml con Pu..,1450,/botella-vidrio-ambar-250ml-con-pulverizador
Difusor Ambiental 150ml Con Varil..,2100,/difusor-ambiental-con-varillas-1-1-1
Pack Varillas de Difusor,1430,/pack-varillas-de-difusor
Aromatizante de Auto 8ml,950,/aromatizante-de-auto-8ml
Tapa bomba negra 24/410,430,/bomba-negra-24-410
Tapas spray 24/410,390,/tapas-spray-24-410
Tapa Cantimplora Negra 24/410,330,/tapa-cantiplora-negra-24-410
Tapa Gatillo Pulverizador 24/410,490,/tapa-gatillo-pulverizador
Tapa Press Transparente 24/410,330,/tapa-press-transparente-1-1-1
Tapa Spray 18/410,350,/tapa-spray-18/410
Tapa Bomba 18/410,400,/tapa-bomba-18/410
Flip Top Transparente 20/410,310,/flip-top-transparente-20410
Tapa Metálica 24/410,360,/tapa-metalica-24410
Tapa Rosca 18/410,260,/tapa-rosca-18410
 OFERTA: Ácido Hialurónico 2X9990 ,9990,/acido-hialuronico-2
Jabon Facial Corporal Variedades,4500,/jabon-facial-carbon-arcilla-tea-tree
Crema Facial 30ml,7500,/crema-facial-antiage
Barra Limpieza Facial,5800,/barra-limpieza-facial
Jabones Corporales Natural ,4498,/jabon-natural
Shampoo Solido ,7950,/shampoo-solido-1
Acondicionador Sólido 65g,7900,/acondicionador-solido-50g
Barra Acondicionadora (Barba y Ca..,7800,/barra-acondicionadora-barba-y-cabello
Pack Mini Brumas: Armonizadora / ..,14000,/pack-mini-brumas-armonizadora-dulces-suenos-serenidad
Roll-onterapéutico,3000,/roll-on-terapeutico
Bruma Flores de Bach Serenidad,6500,/bruma-flores-de-bach-serenidad
Bruma de Aromaterapia Energia Lim..,6500,/bruma-de-aromaterapia-energia-lima-verbena
Desodorante en Crema romero y Tea..,6200,/desodorante-en-crema-romero-y-tea-tree
Tónico Restaurador de la hebra ca..,3000,/tonico-restaurador-de-la-hebra-capilar
Ácido Hialurónico Aplicación Dire..,18000,/oferta-acido-hialuronico-aplicacion-directa
Gift Card $20.000,20000,/gift-card
Gift Card $15.000,15000,/gift-card-1
Kit Jabón Kids,14500,/kit-jabon-kids-2-1
Kit Jabon Adulto,16500,/kit-jabon-adulto
Kit Tónico Facial,10500,/kit-tonico-facial
Kit Capilar Shampoo- Acondicionador,18000,/kit-capilar-shampoo-acondicionador
Kit Gel Aloe Vera,15500,/kit-gel-aloe-vera
