Producto,Precio,URL
Base Jabón de Glicerina Aceite de Cannabis Extra Plus,8690,/products/base-extra-plus-aceite-de-cannabis-1-kg
Base Jabón de Glicerina Maqui Extra Plus,8690,/products/base-extra-plus-maqui-1-kg
Base Jabón de Glicerina Argán Extra Plus,8690,/products/base-glicerina-extra-plus-argan-1kg
Base Jabón de Glicerina Extracto Manzanilla,8690,/products/base-glicerina-extracto-manzanilla-1kg
Base Jabón de Glicerina Rosa Mosqueta,8690,/products/base-glicerina-rosa-mosqueta
Base Jabón de Glicerina Extracto Ruda,8690,/products/base-glicerina-extracto-ruda-1kg
Base Jabón de Glicerina Stephenson Crystal Suspension,12800,/products/glicerina-stephenson-crystal-suspension
Base Espuma de Baño,5200,/products/base-espuma-de-bano
Base Jabón Liquido,4590,/products/base-jabon-liquido
Base Jabón de Glicerina Extracto Centella Asiática,8690,/products/base-glicerina-extracto-centella-asiatica-1kg
Base de Jabón - Base Batida,21500,/products/base-batida-1kg
Base Jabón de Glicerina Extracto Matico,8690,/products/base-glicerina-extracto-matico-1-kg
Base Jabón de Glicerina Stephenson Leche de Cabra,15990,/products/glicerina-stephenson-leche-de-cabra-1kg
Base Jabón de Glicerina Stephenson Tres Mantecas,13990,/products/glicerina-stephenson-tres-mantecas
Base Jabón de Glicerina Arroz,8690,/products/base-de-glicerina-arroz
Base Jabón de Glicerina Jojoba Extra Plus,8690,/products/base-de-jabon-extra-plus-de-jojoba
Base Jabón de Glicerina Coco-Palta Extra Plus,8690,/products/base-de-jabon-coco-palta-extra-plus
Base Jabón de Glicerina Pétalos de Rosa Extra Plus,8690,/products/base-extra-plus-petalos-de-rosa-1kg
Base Jabón de Glicerina Extracto Café,8690,/products/base-glicerina-extracto-cafe-1kg
Base Jabón de Glicerina Lavanda Extra Plus,8690,/products/base-glicerina-extra-plus-extracto-lavanda-1k
Base Shampoo Sólido Pre Cortada,13500,/products/base-shampoo-solido-cuadrito-1-kilo-1
Base Jabón de Glicerina Aceite de Zanahoria,8690,/products/base-jabon-de-glicerina-aceite-de-zanahoria
Base Jabón de Glicerina Plus Néctar de Coco,8690,/products/base-jabon-plus-nectar-de-coco
Base de Jabón de Glicerina con Extracto de Limón,8690,/products/base-jabon-glicerina-limon
Base de Jabón de Glicerina Extracto de Murtilla,8690,/products/base-jabon-glicerina-extracto-murtilla
Base Jabón de Glicerina Tea Tree Extra Plus,8690,/products/base-glicerina-extra-plus-tea-tree-1-kg
Base de Jabón Negro Africano,14990,/products/jabon-negro-africano
Base de Crema No Iónica,19990,/products/crema-base-nova-no-ionica-1-kilo
Crema Nova Base,19990,/products/crema-nova-base-1-kilo
Pielawén Crema Reparadora y Regeneradora,11990,/products/pielawen
Base Shampoo Líquido,4990,/products/base-shampoo
SCI (Sodium Cocoyl Isethionate),3190,/products/sci-sodium-cocoyl-isethionatepellet
Base Espuma de Baño,5200,/products/base-espuma-de-bano
Base Bálsamo Capilar Neutro,4990,/products/base-balsamo-neutro
SCS (Sodium Coco Sulfate),3800,/products/scs-sodium-coco-sulfate
SLSA (Sodium Lauryl Sulfoacetate),4500,/products/slsa-sodium-lauryl-sulfoacetate
Betaína de Coco,3990,/products/betaina-de-coco
Cera de Abeja Natural Pura,2290,/products/cera-de-abeja-natural
Cera Candelilla,3990,/products/cera-candelilla
Cera Panal de Abeja,2490,/products/cera-panal-de-abeja
Cera de Soya BPF,6490,/products/cera-de-soya
Ácido Esteárico Vegetal,1900,/products/acido-estearico-vegetal
Cera de Soya APF o Pilar,8990,/products/cera-soya-apf
Cera de Coco,8990,/products/cera-de-coco
Colorante Verde,1490,/products/colorante-verde
Colorante Violeta,1490,/products/colorante-violeta
Colorante Amarillo,1490,/products/colorante-amarillo
Colorante Rojo,1490,/products/colorante-rojo
Colorante Rosa,1490,/products/colorante-rosa
Colorante Azul,1490,/products/colorante-azul
Colorante Salmón,1490,/products/colorante-salmon
Colorante Negro,1490,/products/colorante-negro
Óxido de Zinc,1990,/products/oxido-de-zinc
Dióxido de Titanio,3990,/products/dioxido-de-titanio
Matizante Violeta,5790,/products/matizante-violeta
Hibisco en polvo,2990,/products/hibiscus-en-polvo
Alga Spirulina,4990,/products/algas-spirulina
Mica Rosa,3990,/products/mica-rosa
Mica Cobre,3990,/products/mica-cobre
Mica Oro,3990,/products/mica-oro
Mica Rojo,3990,/products/mica-rojo
Mica Verde,3990,/products/mica-verde
Mica Púrpura,3990,/products/mica-purpura
Mica Azul,3990,/products/mica-azul
Mica Frost,5990,/products/mica-frost
Vitamina E,4990,/products/vitamina-e
Tintura de Benjui,6990,/products/tintura-de-benjui
Cosgard,4590,/products/cosgard
Sorbato de Potasio,1490,/products/sorbato-de-potasio
Benzoato de Sodio,1550,/products/benzoato-de-sodio
Cera de Abeja Natural Pura,2290,/products/cera-de-abeja-natural
Cera Candelilla,3990,/products/cera-candelilla
Olivem 1000,14790,/products/olivem-1000
Cera Panal de Abeja,2490,/products/cera-panal-de-abeja
BTMS 25,4890,/products/btms-25
Alcohol Cetílico - Cera Lanette 16,1590,/products/alcohol-cetilico-cera-lanette-16
Cera de Soya BPF,6490,/products/cera-de-soya
Montanov 68,8790,/products/montanov-68
Ácido Esteárico Vegetal,1900,/products/acido-estearico-vegetal
Betaína de Coco,3990,/products/betaina-de-coco
Alcohol Estearílico - Cera Lanette 18,3100,/products/alcohol-estearilico-cera-lanette-18
Cera de Coco,8990,/products/cera-de-coco
Envase Roll On Vidrio Ambar Tapa Dorada 10 ml,7900,/products/envase-roll-on-vidrio-ambar-tapa-dorada-10-ml
Pote Crema Vidrio Ambar 30ml Tapa Negra,770,/products/pote-crema-vidrio-ambar-negro
Botellas de vidrio transparente cuadrada tapa corcho 50 ml,590,/products/botellas-de-vidrio-tapa-corcho-50-ml
Pote crema vidrio 30ml Tapa blanca y contratapa,690,/products/pote-crema-vidrio-transparente-30ml
Envase dispensador vidrio 30 ml,790,/products/envase-dispensador-vidrio-30-ml
Envase Roll On Vidrio Ambar 5 ml tapa dorada,650,/products/roll-on-vidrio-ambar-5-ml-tapa-dorada
Roll on vidrio ambar 10 ml tapa negra mate,890,/products/roll-on-vidrio-ambar-10-ml-tapa-negra-mate
Botella de Vidrio Cuadrada Tapa Corcho 250 ml,990,/products/botella-de-vidrio-cuadrada-tapa-corcho-250-ml
Atomizador PET 100 ml,590,/products/atomizador-pet-100-ml
Atomizador PET 60 ml,460,/products/atomizador-pet-60-ml
Envase PET Ovalado tapa flip top 60 ml,460,/products/envase-plastico-ovalado-tapa-flip-top-60-ml
Botella pet shampoo tapa transparente 100 ml,690,/products/botella-pet-shampoo-tapa-transparente-100-ml
Atomizador PET 30 ml,440,/products/atomizador-pet-30-ml
Botella pet tapa reductor 250 ml,990,/products/botella-pet-tapa-reductor-250-ml
Botella Atomizador de Gatillo PET Ambar 250 ml,1090,/products/botella-pet-gatillo-ambar-250-ml
Envase Atomizador Gatillo Pet 350 ml,1490,/products/envase-atomizador-gatillo-pet-350-ml
Envase Labial Kraft 5ml,5990,/products/labial-kraft
Envase desodorante push kraft,1150,/products/envase-desodorante-push-kraft
Envase Cremero Kraft,1490,/products/envase-cremero-kraft
Envase Tarrito Kraft,1590,/products/envase-tarrito-kraft
Pote Crema Vidrio Ambar 30ml Tapa Negra,770,/products/pote-crema-vidrio-ambar-negro
Pote crema vidrio 30ml Tapa blanca y contratapa,690,/products/pote-crema-vidrio-transparente-30ml
Envase Pote Crema Recto Ambar 20 ML,500,/products/envase-pote-crema-recto-ambar-20-ml
Pote para Cremas y Labiales de Aluminio 15ml,620,/products/lips-aluminio-15ml
Pote para Cremas y Exfoliantes de Aluminio 60 ml,750,/products/pote-crema-aluminio-60-ml
Pote Negro para Cremas y Exfoliantes 120ml,800,/products/pote-negro-120ml
Envase Cremero Kraft,1490,/products/envase-cremero-kraft
Pote Acrílico 25ml transparente,2500,/products/pote-25ml-transparente
Envase vidrio ambar 50 mm 120 grs tapa aluminio negra,1490,/products/envase-vidrio-ambar-50-mm-120-grs-tapa-aluminio-negra
Envase vidrio transparente 50 mm 120 gr,1490,/products/envase-vidrio-transparente-50-mm
"Frasco de Vidrio para Velas, Transparente Tapa Bambú",3200,/products/frasco-de-vidrio-para-velas-transparente
Labial Lipstick Blanco 5ml,420,/products/labial-lipstick-blanco-5ml
Labial Lipstick transparente 5 ml,490,/products/labial-lipstick-transparente-5-ml
Pote para Cremas y Labiales de Aluminio 15ml,620,/products/lips-aluminio-15ml
Pote labial acrilico 5ml cuadrado,350,/products/pack-20-unidades-pote-labial-5ml-cuadrado
Esencia de Lavanda,2890,/products/esencia-de-lavanda
Esencia de Coco,2890,/products/esencia-de-coco
Esencia de Chocolate,2890,/products/esencia-de-chocolate
Esencia de Miel,2890,/products/esencia-de-miel
Esencia de Vainilla,2890,/products/esencia-de-vainilla
Esencia de Pétalos Rosas,2890,/products/esencia-de-petalos-rosas
Esencia de Limón,2890,/products/esencia-de-limon
Esencia de Frutos Rojos,2890,/products/esencia-de-frutos-rojos
Esencia de Menta,2890,/products/esencia-de-menta
Esencia de Mango,2890,/products/esencia-de-mango
Esencia de Frambuesa,2890,/products/esencia-de-frambuesa
Esencia de Maracuyá,2890,/products/esencia-de-maracuya
Esencia de Manzanilla,2890,/products/esencia-de-manzanilla
Esencia de Naranja,2890,/products/esencia-de-naranja
Esencia de Romero,2890,/products/esencia-de-romero
Esencia de Sandia,2890,/products/esencia-de-sandia
Esencia de Melisa,2890,/products/esencia-de-melisa
Esencia de Caléndula,2890,/products/esencia-de-calendula
Esencia de Bergamota,2890,/products/esencia-de-bergamota
Esencia de Frutilla,2890,/products/esencia-de-frutilla
Esencia de Café,2890,/products/esencia-de-cafe
Esencia de Ruda,2890,/products/esencia-de-ruda
Esencia de Eucalipto,3200,/products/esencia-de-eucalipto
Esencia de Rosas Rojas,2890,/products/esencia-de-rosas-rojas
Esencia de Cherry,2890,/products/esencia-de-cherry
Esencia de Canela,3200,/products/esencia-de-canela
Esencia de Verbena,2890,/products/esencia-de-verbena
Esencia de Arbol de Té (Tea Tree),2890,/products/esencia-de-arbol-de-te-tea-tree
Esencia de Manzana Verde,2890,/products/esencia-de-manzana-verde
Esencia de Canela Naranja,2890,/products/esencia-de-canela-naranja
Esencia de Jazmín,2890,/products/esencia-de-jazmin
Esencia de Azahar,3200,/products/esencia-de-azahar
Esencia de Naranja Chocolate,2890,/products/esencia-de-naranja-chocolate
Esencia de Maqui,2890,/products/esencia-de-maqui
Esencia de Violeta,2890,/products/esencia-de-violeta
Esencia de Durazno,2890,/products/esencia-de-durazno
Esencia de Capuchino,2890,/products/esencia-de-capuchino
Esencia de Cannabis Aromática,3490,/products/esencia-de-cannabis-aromatica
Esencia de Manzana Canela,2890,/products/esencia-de-manzana-canela
Esencia de Arándanos,2890,/products/esencia-de-arandanos
Esencia de Uva,2890,/products/esencia-de-uva
Esencia de Sándalo,2890,/products/esencia-de-sandalo
Esencia de Limón de Pica,2890,/products/esencia-de-limon-de-pica
Esencia de Granada,2890,/products/esencia-de-granada
Esencia de Mirra,2890,/products/esencia-de-mirra
Esencia de Té Verde & Mandarina,2890,/products/esencia-de-te-verde-mandarina
Esencia de Toffee,2890,/products/esencia-de-toffee
Esencia de Ylang Ylang,2890,/products/esencia-de-ylang-ylang
Esencia de Hibiscus,2890,/products/esencia-de-hibiscus
Esencia de Papaya,2890,/products/esencia-de-papaya
Esencia de Té Verde,2890,/products/esencia-de-te-verde
Esencia de Pino,3400,/products/esencia-de-pino
Esencia de Melón,2890,/products/esencia-de-melon
Esencia de Jengibre,2890,/products/esencia-de-jengibre
Esencia de Patchouli,2890,/products/esencia-de-patchouli
Esencia de Berries,2890,/products/esencia-de-berries
Esencia de Pomelo,2890,/products/esencia-de-pomelo
Esencia de Clavo de Olor,2890,/products/esencia-de-clavo-de-olor
Esencia de Algas Marinas,2890,/products/esencia-de-algas-marinas
Esencia de Mandarina Fresh,2890,/products/esencia-de-mandarina-fresh
Esencia de Monoi,2890,/products/esencia-de-monoi
Esencia de Almendras,2890,/products/esencia-de-almendras
Esencia de Lima Verbena,3890,/products/esencia-de-lima-verbena
Esencia de Mango Piña,3200,/products/esencia-de-mango-pina
Esencia de Piña Colada,2890,/products/esencia-de-pina-colada
Esencia de Smoothie Fresa,2890,/products/esencia-de-smoothie-fresa
Esencia de Aloe Vera,3200,/products/esencia-de-aloe-vera
Esencia de Fresa Cream,2890,/products/esencia-de-fresa-cream
Esencia de Raspberry Pimienta,3200,/products/esencia-de-raspberry-pimienta
Esencia de Higo Toronja,3690,/products/esencia-de-higo-toronja
Esencia de Geranio,2890,/products/esencia-de-geranio
Esencia Místico Chai,2890,/products/esencia-mistico-chai
Esencia de Creme Brulee,3200,/products/esencia-de-creme-brulee
Esencia de Piña,3200,/products/esencia-de-pina
Esencia de Pistacho,3200,/products/esencia-de-pistacho
Goma Xantana,3490,/products/goma-xantana
Fécula de Maiz (Almidón de Maíz),2500,/products/fecula-almidon-de-maiz
Goma Guar,1990,/products/goma-guar
Carbón Activado Vegetal,3990,/products/carbon-activado
Arcilla Caolín Blanca,1490,/products/arcilla-caolin
Arcilla Roja,1290,/products/arcilla-roja
Afrecho,650,/products/afrecho
Lufa Natural,4200,/products/lufa-natural
Tierra Volcánica,1490,/products/tierra-volcanica
Rosa Mosqueta en Polvo,1990,/products/rosa-mosqueta-en-polvo
Harina de Almendras,1790,/products/harina-de-almendras
Harina de Jojoba,1490,/products/harina-de-jojoba
Harina de Coco,1290,/products/harina-de-coco
Avena Tostada,690,/products/avena-tostada
Granada en Polvo,1990,/products/granada-en-polvo
Harina de semilla de cañamo,1990,/products/harina-de-semilla-de-canamo
Hibisco en polvo,2990,/products/hibiscus-en-polvo
Hierba de Salvia en polvo,3990,/products/hierba-de-salvia-en-polvo
Disco Exfoliante Facial,2990,/products/disco-lufa-exfoliante-con-elastico
Extracto de Aloe Vera,3990,/products/extracto-de-aloe-vera
Extracto de Caléndula,3990,/products/extracto-de-calendula
Extracto de Manzanilla,3990,/products/extracto-de-manzanilla
Extracto de 7 Hierbas,2890,/products/extracto-de-7-hierbas
Extracto de Avena,3990,/products/extracto-de-avena
Extracto de Romero,3990,/products/extracto-de-romero
Extracto de Centella Asiática,2890,/products/extracto-de-centella-asiatica
Extracto de Ortiga,3990,/products/extracto-de-ortiga
Extracto de Café,3990,/products/extracto-de-cafe
Extracto de Limón,3990,/products/extracto-de-limon
Extracto de Granada,3990,/products/extracto-de-granada
Extracto de Cola de Caballo,3990,/products/extracto-de-cola-de-caballo
Extracto de Té Verde,3990,/products/extracto-de-te-verde
Extracto de Lavanda,3990,/products/extracto-de-lavanda
Extracto de Quillay,3990,/products/extracto-de-quillay
Extracto de Maqui,3990,/products/extracto-de-maqui
Prolijador 100ml,1450,/products/prolijador-100ml
Cesta ovalada 18 cm,1500,/products/cesta-ovalada-18-cm
Cesta Redonda 18 cm,1500,/products/cesta-redonda-18-cm-1
Cucharillas Medidoras,2690,/products/cucharillas-medidoras
Centrador de Pabilos y Mechas,2990,/products/centrador-de-pabilos-mechas
Cuchara Gramera,5490,/products/cuchara-gramera
Pesa Electrónica 1gr - 7 Kgrs,7990,/products/pesa-electronica
Pesa Gramera,6990,/products/pesa-gramera
Cortador en acero inoxidable con regla 13 cm,4990,/products/cortador-en-acero-inoxidable-con-regla-6-in
Cortadora de mecha de vela de acero inoxidable,14990,/products/cortadora-de-mecha-de-vela-de-acero-inoxidable
Pegatinas 20mm,2500,/products/pegatinas-20mm
Martillo para estampas de jabon,7990,/products/martillo-para-estampas-de-jabon
Cortador ondulado,4990,/products/cortador-ondulado
Cortador con regla 15 cm,9990,/products/cortador-en-acero-inoxidable-con-regla-15-cm
Pegatinas 15mm,1100,/products/pegatinas-para-mechas
Batidor de Mano,3290,/products/batidor-de-mano
Jarra para Microondas de Polipropileno,2990,/products/jarra-microndeable-de-polipropileno
Cortador en acero inoxidable con regla 14 cm,4990,/products/cortador-en-acero-inoxidable-con-regla-12-cm
Jarra 1000ml Acero Inox,9990,/products/jarra-1000ml-acero-inox
Batidora Simple,3990,/products/batidora-simple
Manga para diseño,2700,/products/manga-para-diseno
